iter	Logloss
225	0.178335309
226	0.1775523225
227	0.1765559713
228	0.1755821705
229	0.1746169329
230	0.1736416419
231	0.1726732055
232	0.171713829
233	0.1709717115
234	0.1702338854
235	0.1693056027
236	0.1683701277
237	0.1674434741
238	0.1666358908
239	0.1658437649
240	0.1650556525
241	0.1642736197
242	0.1635768612
243	0.1626974344
244	0.1620100836
245	0.1612492104
246	0.1604916255
247	0.1597313682
248	0.1590620279
249	0.1583189368
250	0.1575908661
251	0.1567543944
252	0.156103452
253	0.1553888321
254	0.1545698543
255	0.1538650393
256	0.1530447304
257	0.1522413592
258	0.1516182025
259	0.1508268416
260	0.1501383185
261	0.1494473616
262	0.1487668951
263	0.1481644213
264	0.1474852264
265	0.1467243433
266	0.1460568209
267	0.1452914079
268	0.1445466081
269	0.1437936922
270	0.143220822
271	0.1426523725
272	0.1419131358
273	0.1412909031
274	0.1405615807
275	0.1399405698
276	0.1392337779
277	0.1386104425
278	0.1380666296
279	0.1373552183
280	0.1366468271
281	0.1361130873
282	0.1355171998
283	0.1352327665
284	0.1346403857
285	0.1339497964
286	0.1334286034
287	0.132849733
288	0.1322689652
289	0.1317565143
290	0.1311851442
291	0.1306240161
292	0.1300650438
293	0.1295659443
294	0.1289146245
295	0.128420651
296	0.1277824839
297	0.1271496216
298	0.1265228291
299	0.1258910795
300	0.1252730985
301	0.1247333288
302	0.1241206527
303	0.1235031784
304	0.1230430603
305	0.1225189269
306	0.1220125457
307	0.1215108434
308	0.1210057437
309	0.1204280257
310	0.1198433042
311	0.1194039881
312	0.1189677914
313	0.1184722185
314	0.1180405418
315	0.1176136931
316	0.1170461575
317	0.1164839069
318	0.1160148184
319	0.1154677173
320	0.1149161259
321	0.1144486268
322	0.1140387456
323	0.1135048668
324	0.1130999625
325	0.1126971245
326	0.1121718486
327	0.111725986
328	0.111207366
329	0.1106917461
330	0.1102488339
331	0.1097395519
332	0.1092343926
333	0.1087308725
334	0.1082947751
335	0.107796828
336	0.1073687871
337	0.1068658729
338	0.1063680251
339	0.1058727304
340	0.1053815186
341	0.1049625476
342	0.1044835349
343	0.1040805777
344	0.1036729912
345	0.1032025119
346	0.1027361751
347	0.1022715767
348	0.1018029451
349	0.1013439496
350	0.1009520491
351	0.1006117364
352	0.1002183159
353	0.09976207217
354	0.0993750294
355	0.09892465671
356	0.09854747852
357	0.09810138742
358	0.09765987595
359	0.09733515978
360	0.09690191348
361	0.09658147891
362	0.09614814321
363	0.09583069881
364	0.09540748596
365	0.09509198864
366	0.09473677476
367	0.09431672096
368	0.09395946066
369	0.09365238746
370	0.0932371815
371	0.09282682339
372	0.09252669414
373	0.09218563636
374	0.09184546272
375	0.09150897463
376	0.09121536215
377	0.09088138739
378	0.09048634768
379	0.09019716581
380	0.089864254
381	0.08957784375
382	0.08925533295
383	0.08892902732
384	0.08860946695
385	0.08823301395
386	0.08785454432
387	0.08748219411
388	0.0871137778
389	0.08684020241
390	0.08656919003
391	0.08625678221
392	0.08589377006
393	0.08558408419
394	0.08531884352
395	0.08501230677
396	0.08470757802
397	0.08440440893
398	0.08405385415
399	0.08370688558
400	0.08341259758
401	0.08306155602
402	0.08280823628
403	0.08251644174
404	0.08217745026
405	0.08184039593
406	0.0815068086
407	0.0812228322
408	0.08093984922
409	0.0806602637
410	0.08038622638
411	0.08011266589
412	0.07983828584
413	0.07951490084
414	0.07924032708
415	0.07891548673
416	0.07859238485
417	0.07832170526
418	0.07809154193
419	0.07777372003
420	0.07754570246
421	0.07731750607
422	0.07705494761
423	0.07674371203
424	0.07648418844
425	0.07622458041
426	0.07600376507
427	0.07570418715
428	0.07540098329
429	0.07518343131
430	0.07493131359
431	0.07463895281
432	0.07442555328
433	0.0742119352
434	0.07392367721
435	0.07363582651
436	0.07339508335
437	0.07318627338
438	0.07290364305
439	0.07262412707
440	0.07241883874
441	0.07221578558
442	0.07193936904
443	0.0716585815
444	0.07138542334
445	0.07111355166
446	0.07084311545
447	0.07064764698
448	0.07041988273
449	0.07015445828
450	0.06988311311
451	0.06969136993
452	0.06946650147
453	0.06920227408
454	0.06893590589
455	0.06867040694
456	0.06840196252
457	0.06814174851
458	0.06792295973
459	0.06770859162
460	0.0674482882
461	0.06723388533
462	0.06704966227
463	0.06686576207
464	0.06661167244
465	0.06640481949
466	0.06619603435
467	0.06594414512
468	0.06569180389
469	0.06551284095
470	0.0652620395
471	0.06502079964
472	0.06484816472
473	0.06464618444
474	0.06447235743
475	0.06428017219
476	0.06408453981
477	0.06385327379
478	0.06362384558
479	0.06345873078
480	0.06326496601
481	0.06303848326
482	0.06284798185
483	0.06262327234
484	0.062438791
485	0.06225404143
486	0.06206805507
487	0.06188616653
488	0.0617270271
489	0.06154226263
490	0.0613249441
491	0.06110751629
492	0.06093024214
493	0.06074956059
494	0.06065158049
495	0.0604980886
496	0.06031993528
497	0.06014476717
498	0.05999243756
499	0.05978248517
500	0.05960561832
501	0.05943086247
502	0.05925527712
503	0.05904888113
504	0.0588388443
505	0.05862842004
506	0.05848234892
507	0.05831359824
508	0.05810543398
509	0.0579375128
510	0.05779648821
511	0.05762930711
512	0.05742551386
513	0.05722295741
514	0.05706227322
515	0.05692290763
516	0.05685195824
517	0.05668646594
518	0.05648862819
519	0.05629628897
520	0.05613534649
521	0.05597357452
522	0.05581437548
523	0.05562540392
524	0.05549136798
525	0.05530352394
526	0.05511212349
527	0.05492207905
528	0.05476821462
529	0.0545843939
530	0.05440081159
531	0.054271246
532	0.05409054955
533	0.05396107833
534	0.05383384724
535	0.0537066708
536	0.05355687936
537	0.05341213942
538	0.05326470733
539	0.05314000944
540	0.05301443736
541	0.05286691089
542	0.05269295971
543	0.05251502494
544	0.05239265164
545	0.05227080981
546	0.05209893982
547	0.05192975203
548	0.05175542831
549	0.0515815417
550	0.05141404768
551	0.0512748609
552	0.05115741491
553	0.05102009575
554	0.0508552293
555	0.05069031815
556	0.0505550305
557	0.05038789908
558	0.05022215346
559	0.0500566562
560	0.04989248514
561	0.04976194104
562	0.04963142673
563	0.04951914648
564	0.04938887556
565	0.04927906891
566	0.04911854863
567	0.04898793002
568	0.04885826508
569	0.0487494717
570	0.04864101609
571	0.04848760366
572	0.04836008946
573	0.04823300242
574	0.04812535644
575	0.0480012993
576	0.04787604014
577	0.04772060116
578	0.04756952326
579	0.04742029309
580	0.04729874432
581	0.04717675845
582	0.04702654481
583	0.04692408442
584	0.0467745314
585	0.0466718773
586	0.04652371009
587	0.04642343521
588	0.04627652963
589	0.04615782698
590	0.04605861505
591	0.04594041407
592	0.04579578837
593	0.04567746321
594	0.04553528627
595	0.04539369047
596	0.04525224864
597	0.04511149724
598	0.04497203231
599	0.04486006995
600	0.04474556446
601	0.04463397463
602	0.04452296595
603	0.04438620309
604	0.04429428776
605	0.0441588213
606	0.04404977957
607	0.04394314686
608	0.04381132126
609	0.04368001719
610	0.0435471336
611	0.04341782133
612	0.04328793287
613	0.04318532844
614	0.04305651784
615	0.04296839734
616	0.04284112652
617	0.04273889462
618	0.04263615608
619	0.04254902403
620	0.04244953394
621	0.04234576225
622	0.0422227035
623	0.04209519426
624	0.04201106727
625	0.04191166162
626	0.04178672532
627	0.04168561101
628	0.04158827414
629	0.04146758715
630	0.04138568044
631	0.04126283526
632	0.04118064543
633	0.04108349482
634	0.04098882526
635	0.04087092976
636	0.04075354586
637	0.04063649476
638	0.04055639605
639	0.04046117763
640	0.04036792119
641	0.0402493452
642	0.04013580829
643	0.04002093275
644	0.03994395087
645	0.03986526281
646	0.03975321601
647	0.0396416386
648	0.03954851627
649	0.03945766141
650	0.03938280046
651	0.03929333886
652	0.03918246925
653	0.03909471134
654	0.03900794437
655	0.03893333177
656	0.03884703666
657	0.03877273202
658	0.03866552313
659	0.03857721885
660	0.03850438694
661	0.03843162954
662	0.03835910807
663	0.03825336198
664	0.03816693276
665	0.03809505949
666	0.03800979008
667	0.03793825706
668	0.0378348877
669	0.03772805134
670	0.03762629877
671	0.03754144907
672	0.03743829827
673	0.03735606372
674	0.03725359837
675	0.03717143337
676	0.0370888859
677	0.03702009221
678	0.03695330024
679	0.03687087446
680	0.03680244088
681	0.036721992
682	0.03664340327
683	0.03656149407
684	0.03648164372
685	0.03638088952
686	0.03631521513
687	0.03621592621
688	0.03614962598
689	0.03605390092
690	0.03596057991
691	0.03589476397
692	0.03581797083
693	0.03572049737
694	0.03564412395
695	0.03558199604
696	0.03548796227
697	0.03539519509
698	0.03533256799
699	0.03525814414
700	0.03516728183
701	0.03509200861
702	0.03503099084
703	0.0349582235
704	0.034884351
705	0.03479391088
706	0.03473259509
707	0.03469471137
708	0.03459641834
709	0.03450378776
710	0.03442968428
711	0.03435450047
712	0.03425978869
713	0.03416584184
714	0.03409126401
715	0.03403072556
716	0.03396844367
717	0.03387703498
718	0.03380382061
719	0.03373246392
720	0.03365963697
721	0.03358884901
722	0.03350115319
723	0.03343348205
724	0.0333646213
725	0.03327613324
726	0.03320909043
727	0.0331530422
728	0.0330690369
729	0.03298226496
730	0.03291512529
731	0.03285961598
732	0.03280413151
733	0.03274885068
734	0.03266675274
735	0.03260160734
736	0.03252002597
737	0.03246704737
738	0.03238668541
739	0.03232011447
740	0.03226663172
741	0.03220234811
742	0.03211900095
743	0.03206663827
744	0.03198646009
745	0.03190663209
746	0.03185459226
747	0.0317910562
748	0.03172767162
749	0.03166499237
750	0.0316127042
751	0.03153559814
752	0.03145531813
753	0.03137637178
754	0.03129911423
755	0.03122287244
756	0.03114329278
757	0.03108318647
758	0.03100591898
759	0.03093039493
760	0.03087044507
761	0.03079538047
762	0.03073479235
763	0.03068563839
764	0.03060808529
765	0.03055913498
766	0.03051057706
767	0.03045286735
768	0.03037739793
769	0.03031884134
770	0.03026236594
771	0.03018893301
772	0.03013104697
773	0.030072848
774	0.03000098964
775	0.02992990116
776	0.02985678116
777	0.02978435407
778	0.02972792586
779	0.02967053155
780	0.02960069229
781	0.02952988942
782	0.02946061393
783	0.02938834081
784	0.029333661
785	0.02927700679
786	0.02920679748
787	0.02913748721
788	0.02906907847
789	0.02899934848
790	0.02892965327
791	0.02887576818
792	0.02883075178
793	0.02876027673
794	0.02871625125
795	0.02867135406
796	0.02861922483
797	0.02856518328
798	0.02852137387
799	0.02847783267
800	0.02841114004
801	0.02834651371
802	0.02827810248
803	0.02821287264
804	0.02814881752
805	0.02808492631
806	0.02803270519
807	0.02798105776
808	0.02793152879
809	0.02786643058
810	0.02781613668
811	0.02775046478
812	0.02770816535
813	0.02764306962
814	0.02759282291
815	0.02753146986
816	0.02749017378
817	0.02744090557
818	0.02737774452
819	0.0273300459
820	0.02728827794
821	0.02722469469
822	0.02716424565
823	0.02712278565
824	0.02706260482
825	0.02701369425
826	0.02695382883
827	0.02689080437
828	0.02685190241
829	0.02681178848
830	0.02677259594
831	0.02671370904
832	0.02666645
833	0.02662844459
834	0.02658042312
835	0.02652181685
836	0.02646157642
837	0.02641487618
838	0.02637652059
839	0.02632968128
840	0.02629239609
841	0.02623451253
842	0.02618893484
843	0.02615103374
844	0.02610559016
845	0.02604490022
846	0.02599904935
847	0.02594070633
848	0.0259039104
849	0.02584566673
850	0.02580891053
851	0.02576441069
852	0.02572786311
853	0.02569147696
854	0.02565427373
855	0.02559714019
856	0.02553939819
857	0.02550421407
858	0.02546065052
859	0.02540549139
860	0.02536965907
861	0.02531223993
862	0.02525696407
863	0.02521364391
864	0.02516940733
865	0.02513357749
866	0.02507858972
867	0.02504385014
868	0.02500064919
869	0.02494587004
870	0.0249040996
871	0.02488090843
872	0.02484001716
873	0.02479764571
874	0.02475566914
875	0.02471425633
876	0.02465982238
877	0.02460846802
878	0.0245672067
879	0.02452627073
880	0.02448379993
881	0.02444454779
882	0.02439159403
883	0.02433780084
884	0.02428715428
885	0.02424647907
886	0.02421299616
887	0.02416118979
888	0.02412137389
889	0.02407143513
890	0.02402009567
891	0.02396797637
892	0.02392951647
893	0.02389109631
894	0.02385992557
895	0.02381985138
896	0.0237698108
897	0.02372084061
898	0.02368171513
899	0.02363283436
900	0.02358132849
901	0.02354445557
902	0.02351321777
903	0.02347622315
904	0.02342576285
905	0.02338935435
906	0.0233581687
907	0.02331085006
908	0.02327282727
909	0.0232366249
910	0.02318763236
911	0.02313878884
912	0.02310873568
913	0.02307871977
914	0.02304204057
915	0.02299560358
916	0.02296572924
917	0.02291743954
918	0.02286989739
919	0.02283439785
920	0.02279873689
921	0.02276923756
922	0.02273179094
923	0.02268712968
924	0.02265124023
925	0.02261384825
926	0.02257993321
927	0.02254455785
928	0.02251316607
929	0.02248363694
930	0.02244860431
931	0.02240255972
932	0.0223740687
933	0.02233873059
934	0.02230853339
935	0.02227456619
936	0.02222691725
937	0.02219116191
938	0.02215775599
939	0.02211253842
940	0.02207632363
941	0.02204869688
942	0.02201319238
943	0.02197010815
944	0.02193458378
945	0.021907188
946	0.02186237276
947	0.02182884018
948	0.02180124074
949	0.02176730086
950	0.02172305435
951	0.02168899278
952	0.02164782087
953	0.02161432058
954	0.02158862849
955	0.0215449209
956	0.02151314914
957	0.02148530881
958	0.02145353208
959	0.02142070482
960	0.02138818304
961	0.0213616093
962	0.0213200897
963	0.02128929645
964	0.02124647299
965	0.02121483038
966	0.02117544413
967	0.02114238838
968	0.02111116052
969	0.02107873559
970	0.02103798091
971	0.02099656065
972	0.02095783254
973	0.02093089372
974	0.02090582252
975	0.02087645233
976	0.02084460606
977	0.02081950878
978	0.02077905585
979	0.02074842528
980	0.02071873719
981	0.02067845191
982	0.02064760278
983	0.02060857664
984	0.02058313663
985	0.02054310838
986	0.02051270629
987	0.02048832551
988	0.02045073981
989	0.02042046313
990	0.02039025351
991	0.02035133416
992	0.02032239983
993	0.02029786259
994	0.02025982986
995	0.02022151897
996	0.02018430705
997	0.0201452598
998	0.02010806898
999	0.02008434137
